Rooms,Distance,Postcode,Bedroom,Bathroom,Latitude,Longtitude,Propertycount,Price,car_low,car_mid,car_high,Type_h,Type_t,Type_u,YearBuilt_bin_mod,YearBuilt_bin_new,YearBuilt_bin_new_mod,YearBuilt_bin_old,Landsize_bin_huge,Landsize_bin_large,Landsize_bin_medium,Landsize_bin_small,Landsize_bin_tiny,Landsize_bin_xlarge,BuildingArea_bin_0-100,BuildingArea_bin_100-200,BuildingArea_bin_200-300,BuildingArea_bin_300-400,BuildingArea_bin_400-500,BuildingArea_bin_500+,Year,Month,Day,Suburb_ID,UnitNumber,CouncilArea_Banyule City Council,CouncilArea_Bayside City Council,CouncilArea_Boroondara City Council,CouncilArea_Brimbank City Council,CouncilArea_Cardinia Shire Council,CouncilArea_Casey City Council,CouncilArea_Darebin City Council,CouncilArea_Frankston City Council,CouncilArea_Glen Eira City Council,CouncilArea_Greater Dandenong City Council,CouncilArea_Hobsons Bay City Council,CouncilArea_Hume City Council,CouncilArea_Kingston City Council,CouncilArea_Knox City Council,CouncilArea_Macedon Ranges Shire Council,CouncilArea_Manningham City Council,CouncilArea_Maribyrnong City Council,CouncilArea_Maroondah City Council,CouncilArea_Melbourne City Council,CouncilArea_Melton City Council,CouncilArea_Mitchell Shire Council,CouncilArea_Monash City Council,CouncilArea_Moonee Valley City Council,CouncilArea_Moorabool Shire Council,CouncilArea_Moreland City Council,CouncilArea_Nillumbik Shire Council,CouncilArea_Port Phillip City Council,CouncilArea_Stonnington City Council,CouncilArea_Whitehorse City Council,CouncilArea_Whittlesea City Council,CouncilArea_Wyndham City Council,CouncilArea_Yarra City Council,CouncilArea_Yarra Ranges Shire Council,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,ParkingArea_Attached Garage,ParkingArea_Carport,ParkingArea_Detached Garage,ParkingArea_Indoor,ParkingArea_Outdoor Stall,ParkingArea_Parkade,ParkingArea_Parking Pad,ParkingArea_Underground,Direction_East,Direction_North,Direction_South,Direction_West,Rooms^2,Rooms Bedroom,Rooms Bathroom,Rooms Distance,Rooms Propertycount,Bedroom^2,Bedroom Bathroom,Bedroom Distance,Bedroom Propertycount,Bathroom^2,Bathroom Distance,Bathroom Propertycount,Distance^2,Distance Propertycount,Propertycount^2
3,4.3,3032.0,3.0,2.0,-37.769,144.89934,4918.0,1050000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,6.0,12.9,14754.0,9.0,6.0,12.9,14754.0,4.0,8.6,9836.0,18.49,21147.4,24186724.0
4,31.7,3337.0,4.0,2.0,-37.69026,144.57866,3600.0,320000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,198,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16.0,16.0,8.0,126.8,14400.0,16.0,8.0,126.8,14400.0,4.0,63.4,7200.0,1004.89,114120.0,12960000.0
3,31.7,3337.0,3.0,1.0,-37.68738,144.57415,3600.0,480000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2017,7,1,198,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,95.1,10800.0,9.0,3.0,95.1,10800.0,1.0,31.7,3600.0,1004.89,114120.0,12960000.0
3,29.8,3338.0,3.0,1.4878903760356916,-37.7051208,144.5732972,4718.0,365000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,199,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,89.4,14154.0,9.0,4.463671128107075,89.4,14154.0,2.213817771099632,44.33913320586361,7019.866794136393,888.0400000000001,140596.4,22259524.0
4,6.2,3039.0,4.0,2.0,-37.77019,144.92691,6232.0,1810000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16.0,16.0,8.0,24.8,24928.0,16.0,8.0,24.8,24928.0,4.0,12.4,12464.0,38.440000000000005,38638.4,38837824.0
2,6.2,3039.0,2.0,1.0,-37.75782,144.92088,6232.0,1020000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,12.4,12464.0,4.0,2.0,12.4,12464.0,1.0,6.2,6232.0,38.440000000000005,38638.4,38837824.0
2,6.2,3039.0,2.0,1.0,-37.76121,144.92525,6232.0,1250000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2017,7,1,66,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,12.4,12464.0,4.0,2.0,12.4,12464.0,1.0,6.2,6232.0,38.440000000000005,38638.4,38837824.0
2,6.2,3015.0,2.0,1.0,-37.84026,144.86667,5498.0,710000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,68,2A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,2.0,12.4,10996.0,4.0,2.0,12.4,10996.0,1.0,6.2,5498.0,38.440000000000005,34087.6,30228004.0
2,6.2,3015.0,2.0,1.1420357751277683,-37.84285233333333,144.8785596666667,5498.0,335000.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017,7,1,68,1/508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,4.0,2.2840715502555367,12.4,10996.0,4.0,2.2840715502555367,12.4,10996.0,1.3042457116716826,7.0806218057921635,6278.91269165247,38.440000000000005,34087.6,30228004.0
3,6.2,3015.0,3.0,1.0,-37.84522,144.86516,5498.0,1330000.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,68,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9.0,9.0,3.0,18.6,16494.0,9.0,3.0,18.6,16494.0,1.0,6.2,5498.0,38.440000000000005,34087.6,30228004.0
5,14.7,3030.0,5.0,2.0,-37.89467,144.72018,15542.0,660000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2017,7,1,212,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,25.0,25.0,10.0,73.5,77710.0,25.0,10.0,73.5,77710.0,4.0,29.4,31084.0,216.08999999999995,228467.4,241553764.0
4,14.7,3030.0,4.0,2.058564231738035,-37.897061168831165,144.73950584415584,15542.0,663500.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,212,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16.0,16.0,8.23425692695214,58.8,62168.0,16.0,8.23425692695214,58.8,62168.0,4.237686696191206,30.26089420654911,31994.20528967254,216.08999999999995,228467.4,241553764.0
2,23.8,3335.0,2.0,1.0,-37.73289,144.66615,538.0,340000.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2017,7,1,216,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,47.6,1076.0,4.0,2.0,47.6,1076.0,1.0,23.8,538.0,566.44,12804.4,289444.0
3,15.5,3028.0,3.0,1.4878903760356916,-37.879484000000005,144.755876,1793.0,625000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,220,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,46.5,5379.0,9.0,4.463671128107075,46.5,5379.0,2.213817771099632,23.06230082855322,2667.787444231995,240.25,27791.5,3214849.0
4,11.0,3018.0,4.0,2.058564231738035,-37.86375,144.8444018181818,852.0,1090000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,133,6a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16.0,16.0,8.23425692695214,44.0,3408.0,16.0,8.23425692695214,44.0,3408.0,4.237686696191206,22.644206549118387,1753.8967254408058,121.0,9372.0,725904.0
2,11.0,3018.0,2.0,1.1420357751277683,-37.86375,144.8444018181818,852.0,455000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,133,6/24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,2.2840715502555367,22.0,1704.0,4.0,2.2840715502555367,22.0,1704.0,1.3042457116716826,12.562393526405453,973.0144804088586,121.0,9372.0,725904.0
2,5.1,3011.0,2.0,1.0,-37.80601,144.89663,2417.0,750000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,82,2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,10.2,4834.0,4.0,2.0,10.2,4834.0,1.0,5.1,2417.0,26.01,12326.7,5841889.0
2,5.1,3011.0,2.0,1.0,-37.80697,144.8928,2417.0,850000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,82,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,10.2,4834.0,4.0,2.0,10.2,4834.0,1.0,5.1,2417.0,26.01,12326.7,5841889.0
3,14.0,3021.0,3.0,1.0,-37.73074,144.78925,14042.0,565000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,225,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,42.0,42126.0,9.0,3.0,42.0,42126.0,1.0,14.0,14042.0,196.0,196588.0,197177764.0
3,14.0,3021.0,3.0,1.4878903760356916,-37.74449698630137,144.80334602739728,14042.0,500000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,225,3/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,42.0,42126.0,9.0,4.463671128107075,42.0,42126.0,2.213817771099632,20.830465264499683,20892.95666029318,196.0,196588.0,197177764.0
3,14.0,3021.0,3.0,1.0,-37.7627,144.81107,14042.0,610000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,225,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,42.0,42126.0,9.0,3.0,42.0,42126.0,1.0,14.0,14042.0,196.0,196588.0,197177764.0
2,14.0,3021.0,2.0,1.1420357751277683,-37.74449698630137,144.80334602739728,14042.0,445000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,225,6/31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,4.0,2.2840715502555367,28.0,28084.0,4.0,2.2840715502555367,28.0,28084.0,1.3042457116716826,15.988500851788755,16036.466354344122,196.0,196588.0,197177764.0
4,8.2,3041.0,4.0,2.058564231738035,-37.732996732673264,144.91607297029702,3284.0,1725000.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,88,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16.0,16.0,8.23425692695214,32.8,13136.0,16.0,8.23425692695214,32.8,13136.0,4.237686696191206,16.880226700251885,6760.324937027707,67.24,26928.8,10784656.0
2,8.2,3041.0,2.0,1.0,-37.7404,144.90835,3284.0,646000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,88,2/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,2.0,16.4,6568.0,4.0,2.0,16.4,6568.0,1.0,8.2,3284.0,67.24,26928.8,10784656.0
4,8.2,3041.0,4.0,2.058564231738035,-37.732996732673264,144.91607297029702,3284.0,1190000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,88,16A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16.0,16.0,8.23425692695214,32.8,13136.0,16.0,8.23425692695214,32.8,13136.0,4.237686696191206,16.880226700251885,6760.324937027707,67.24,26928.8,10784656.0
2,8.2,3041.0,2.0,1.1420357751277683,-37.71307,144.89658875,389.0,635500.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,130,2/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,4.0,2.2840715502555367,16.4,778.0,4.0,2.2840715502555367,16.4,778.0,1.3042457116716826,9.3646933560477,444.2519165247018,67.24,3189.7999999999997,151321.0
4,31.7,3429.0,4.0,2.0,-37.59501,144.70069,14092.0,580000.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2017,7,1,227,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16.0,16.0,8.0,126.8,56368.0,16.0,8.0,126.8,56368.0,4.0,63.4,28184.0,1004.89,446716.4,198584464.0
3,31.7,3429.0,3.0,1.4878903760356916,-37.57744271929825,144.7186042105263,14092.0,413000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,227,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,95.1,42276.0,9.0,4.463671128107075,95.1,42276.0,2.213817771099632,47.16612492033143,20967.351179094967,1004.89,446716.4,198584464.0
3,31.7,3429.0,3.0,1.0,-37.57282,144.70553,14092.0,420000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,227,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,95.1,42276.0,9.0,3.0,95.1,42276.0,1.0,31.7,14092.0,1004.89,446716.4,198584464.0
3,31.7,3429.0,3.0,3.0,-37.58689,144.72865,14092.0,650000.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,227,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,9.0,95.1,42276.0,9.0,9.0,95.1,42276.0,9.0,95.1,42276.0,1004.89,446716.4,198584464.0
3,10.5,3020.0,3.0,2.0,-37.79408,144.82614,3755.0,525000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,89,2/17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,6.0,31.5,11265.0,9.0,6.0,31.5,11265.0,4.0,21.0,7510.0,110.25,39427.5,14100025.0
3,10.5,3020.0,3.0,1.0,-37.77176,144.84062,4217.0,780000.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,90,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,31.5,12651.0,9.0,3.0,31.5,12651.0,1.0,10.5,4217.0,110.25,44278.5,17783089.0
4,10.5,3020.0,4.0,2.0,-37.7875,144.80984,6763.0,765000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,91,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,8.0,42.0,27052.0,16.0,8.0,42.0,27052.0,4.0,21.0,13526.0,110.25,71011.5,45738169.0
2,18.0,3037.0,2.0,1.1420357751277683,-37.701130588235294,144.76460823529413,3640.0,417000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,228,3/42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.2840715502555367,36.0,7280.0,4.0,2.2840715502555367,36.0,7280.0,1.3042457116716826,20.55664395229983,4157.010221465077,324.0,65520.0,13249600.0
4,18.4,3029.0,4.0,2.058564231738035,-37.84901961538461,144.67299538461538,10160.0,810000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,229,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16.0,16.0,8.23425692695214,73.6,40640.0,16.0,8.23425692695214,73.6,40640.0,4.237686696191206,37.87758186397984,20915.012594458436,338.55999999999995,186944.0,103225600.0
3,18.4,3029.0,3.0,1.0,-37.84123,144.69649,10160.0,451500.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,55.2,30480.0,9.0,3.0,55.2,30480.0,1.0,18.4,10160.0,338.55999999999995,186944.0,103225600.0
3,18.4,3029.0,3.0,2.0,-37.83867,144.7034,10160.0,526000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2017,7,1,229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,6.0,55.2,30480.0,9.0,6.0,55.2,30480.0,4.0,36.8,20320.0,338.55999999999995,186944.0,103225600.0
4,18.0,3037.0,4.0,2.0,-37.71071,144.74962,4242.0,605500.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,8.0,72.0,16968.0,16.0,8.0,72.0,16968.0,4.0,36.0,8484.0,324.0,76356.0,17994564.0
3,15.5,3038.0,3.0,1.4878903760356916,-37.6995340425532,144.7886134042553,5336.0,500000.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,231,2a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,46.5,16008.0,9.0,4.463671128107075,46.5,16008.0,2.213817771099632,23.06230082855322,7939.383046526451,240.25,82708.0,28472896.0
3,15.5,3038.0,3.0,2.0,-37.70308,144.79954,5336.0,427500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,231,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,6.0,46.5,16008.0,9.0,6.0,46.5,16008.0,4.0,31.0,10672.0,240.25,82708.0,28472896.0
2,18.4,3029.0,2.0,1.0,-37.84219,144.71155,5811.0,385000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,235,2/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,36.8,11622.0,4.0,2.0,36.8,11622.0,1.0,18.4,5811.0,338.55999999999995,106922.4,33767721.0
3,12.9,3043.0,3.0,1.0,-37.70367,144.88081,3296.0,500000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,7,1,236,4/48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,3.0,38.7,9888.0,9.0,3.0,38.7,9888.0,1.0,12.9,3296.0,166.41,42518.4,10863616.0
4,12.9,3043.0,4.0,1.0,-37.69048,144.87312,3296.0,821000.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,236,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16.0,16.0,4.0,51.6,13184.0,16.0,4.0,51.6,13184.0,1.0,12.9,3296.0,166.41,42518.4,10863616.0
3,14.7,3030.0,3.0,2.0,-37.88688,144.67244,16166.0,510000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,7,1,240,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,6.0,44.099999999999994,48498.0,9.0,6.0,44.099999999999994,48498.0,4.0,29.4,32332.0,216.08999999999995,237640.2,261339556.0
